text,ade,meddra,level
"severe pain & cramping in ankles, feet arches & back, muscle weakness & atrophy-unable to exercise, weak & wobbley ankles, knees & wrists, cramping in wrists & hands, rib cage tightness, constant fatigue, insomnia requiring a sleep lab study (which concluded that i have insomnia), mental fogginess & forgetfulness, pancreatitis, requiring mri & biopsies, elevated liver enzymes-attributed to fatty liver chest tightness & breathlessness requiring 3 day hospitalization for cardiac stress test & catherization & lung tests-negative difficulty swallowing & swelling in throat requiring referrals to a gastro-enterologist & an ear, nose, & throat specialist: allergy testing, swallowing study x-rays, cat scan, upper gi scope with dilation of esophagus & biopsies, and finally larynx scope & biopsies-all negative swollen nasal passages requiring sinus cat scan-negati.",constant fatigue,fatigue,PT
"severe pain & cramping in ankles, feet arches & back, muscle weakness & atrophy-unable to exercise, weak & wobbley ankles, knees & wrists, cramping in wrists & hands, rib cage tightness, constant fatigue, insomnia requiring a sleep lab study (which concluded that i have insomnia), mental fogginess & forgetfulness, pancreatitis, requiring mri & biopsies, elevated liver enzymes-attributed to fatty liver chest tightness & breathlessness requiring 3 day hospitalization for cardiac stress test & catherization & lung tests-negative difficulty swallowing & swelling in throat requiring referrals to a gastro-enterologist & an ear, nose, & throat specialist: allergy testing, swallowing study x-rays, cat scan, upper gi scope with dilation of esophagus & biopsies, and finally larynx scope & biopsies-all negative swollen nasal passages requiring sinus cat scan-negati.",atrophy,muscle atrophy,PT
"severe pain & cramping in ankles, feet arches & back, muscle weakness & atrophy-unable to exercise, weak & wobbley ankles, knees & wrists, cramping in wrists & hands, rib cage tightness, constant fatigue, insomnia requiring a sleep lab study (which concluded that i have insomnia), mental fogginess & forgetfulness, pancreatitis, requiring mri & biopsies, elevated liver enzymes-attributed to fatty liver chest tightness & breathlessness requiring 3 day hospitalization for cardiac stress test & catherization & lung tests-negative difficulty swallowing & swelling in throat requiring referrals to a gastro-enterologist & an ear, nose, & throat specialist: allergy testing, swallowing study x-rays, cat scan, upper gi scope with dilation of esophagus & biopsies, and finally larynx scope & biopsies-all negative swollen nasal passages requiring sinus cat scan-negati.",cramping,muscle cramp,LLT
"severe pain & cramping in ankles, feet arches & back, muscle weakness & atrophy-unable to exercise, weak & wobbley ankles, knees & wrists, cramping in wrists & hands, rib cage tightness, constant fatigue, insomnia requiring a sleep lab study (which concluded that i have insomnia), mental fogginess & forgetfulness, pancreatitis, requiring mri & biopsies, elevated liver enzymes-attributed to fatty liver chest tightness & breathlessness requiring 3 day hospitalization for cardiac stress test & catherization & lung tests-negative difficulty swallowing & swelling in throat requiring referrals to a gastro-enterologist & an ear, nose, & throat specialist: allergy testing, swallowing study x-rays, cat scan, upper gi scope with dilation of esophagus & biopsies, and finally larynx scope & biopsies-all negative swollen nasal passages requiring sinus cat scan-negati.",forgetfulness,forgetfulness,LLT
"severe pain & cramping in ankles, feet arches & back, muscle weakness & atrophy-unable to exercise, weak & wobbley ankles, knees & wrists, cramping in wrists & hands, rib cage tightness, constant fatigue, insomnia requiring a sleep lab study (which concluded that i have insomnia), mental fogginess & forgetfulness, pancreatitis, requiring mri & biopsies, elevated liver enzymes-attributed to fatty liver chest tightness & breathlessness requiring 3 day hospitalization for cardiac stress test & catherization & lung tests-negative difficulty swallowing & swelling in throat requiring referrals to a gastro-enterologist & an ear, nose, & throat specialist: allergy testing, swallowing study x-rays, cat scan, upper gi scope with dilation of esophagus & biopsies, and finally larynx scope & biopsies-all negative swollen nasal passages requiring sinus cat scan-negati.",weakness in my legs,weakness of limbs,LLT
"severe pain & cramping in ankles, feet arches & back, muscle weakness & atrophy-unable to exercise, weak & wobbley ankles, knees & wrists, cramping in wrists & hands, rib cage tightness, constant fatigue, insomnia requiring a sleep lab study (which concluded that i have insomnia), mental fogginess & forgetfulness, pancreatitis, requiring mri & biopsies, elevated liver enzymes-attributed to fatty liver chest tightness & breathlessness requiring 3 day hospitalization for cardiac stress test & catherization & lung tests-negative difficulty swallowing & swelling in throat requiring referrals to a gastro-enterologist & an ear, nose, & throat specialist: allergy testing, swallowing study x-rays, cat scan, upper gi scope with dilation of esophagus & biopsies, and finally larynx scope & biopsies-all negative swollen nasal passages requiring sinus cat scan-negati.",swelling in throat,throat swelling,LLT
"severe pain & cramping in ankles, feet arches & back, muscle weakness & atrophy-unable to exercise, weak & wobbley ankles, knees & wrists, cramping in wrists & hands, rib cage tightness, constant fatigue, insomnia requiring a sleep lab study (which concluded that i have insomnia), mental fogginess & forgetfulness, pancreatitis, requiring mri & biopsies, elevated liver enzymes-attributed to fatty liver chest tightness & breathlessness requiring 3 day hospitalization for cardiac stress test & catherization & lung tests-negative difficulty swallowing & swelling in throat requiring referrals to a gastro-enterologist & an ear, nose, & throat specialist: allergy testing, swallowing study x-rays, cat scan, upper gi scope with dilation of esophagus & biopsies, and finally larynx scope & biopsies-all negative swollen nasal passages requiring sinus cat scan-negati.",weak & wobbley knees,weakness of limbs,LLT
"severe pain & cramping in ankles, feet arches & back, muscle weakness & atrophy-unable to exercise, weak & wobbley ankles, knees & wrists, cramping in wrists & hands, rib cage tightness, constant fatigue, insomnia requiring a sleep lab study (which concluded that i have insomnia), mental fogginess & forgetfulness, pancreatitis, requiring mri & biopsies, elevated liver enzymes-attributed to fatty liver chest tightness & breathlessness requiring 3 day hospitalization for cardiac stress test & catherization & lung tests-negative difficulty swallowing & swelling in throat requiring referrals to a gastro-enterologist & an ear, nose, & throat specialist: allergy testing, swallowing study x-rays, cat scan, upper gi scope with dilation of esophagus & biopsies, and finally larynx scope & biopsies-all negative swollen nasal passages requiring sinus cat scan-negati.",swollen nasal passages,nasal mucosal swelling,LLT
"severe pain & cramping in ankles, feet arches & back, muscle weakness & atrophy-unable to exercise, weak & wobbley ankles, knees & wrists, cramping in wrists & hands, rib cage tightness, constant fatigue, insomnia requiring a sleep lab study (which concluded that i have insomnia), mental fogginess & forgetfulness, pancreatitis, requiring mri & biopsies, elevated liver enzymes-attributed to fatty liver chest tightness & breathlessness requiring 3 day hospitalization for cardiac stress test & catherization & lung tests-negative difficulty swallowing & swelling in throat requiring referrals to a gastro-enterologist & an ear, nose, & throat specialist: allergy testing, swallowing study x-rays, cat scan, upper gi scope with dilation of esophagus & biopsies, and finally larynx scope & biopsies-all negative swollen nasal passages requiring sinus cat scan-negati.",weak & wobbley wrists,asthenia,PT
"severe pain & cramping in ankles, feet arches & back, muscle weakness & atrophy-unable to exercise, weak & wobbley ankles, knees & wrists, cramping in wrists & hands, rib cage tightness, constant fatigue, insomnia requiring a sleep lab study (which concluded that i have insomnia), mental fogginess & forgetfulness, pancreatitis, requiring mri & biopsies, elevated liver enzymes-attributed to fatty liver chest tightness & breathlessness requiring 3 day hospitalization for cardiac stress test & catherization & lung tests-negative difficulty swallowing & swelling in throat requiring referrals to a gastro-enterologist & an ear, nose, & throat specialist: allergy testing, swallowing study x-rays, cat scan, upper gi scope with dilation of esophagus & biopsies, and finally larynx scope & biopsies-all negative swollen nasal passages requiring sinus cat scan-negati.",elevated liver enzymes,liver enzyme abnormal,LLT
"severe pain & cramping in ankles, feet arches & back, muscle weakness & atrophy-unable to exercise, weak & wobbley ankles, knees & wrists, cramping in wrists & hands, rib cage tightness, constant fatigue, insomnia requiring a sleep lab study (which concluded that i have insomnia), mental fogginess & forgetfulness, pancreatitis, requiring mri & biopsies, elevated liver enzymes-attributed to fatty liver chest tightness & breathlessness requiring 3 day hospitalization for cardiac stress test & catherization & lung tests-negative difficulty swallowing & swelling in throat requiring referrals to a gastro-enterologist & an ear, nose, & throat specialist: allergy testing, swallowing study x-rays, cat scan, upper gi scope with dilation of esophagus & biopsies, and finally larynx scope & biopsies-all negative swollen nasal passages requiring sinus cat scan-negati.",insomnia,insomnia,PT
"severe pain & cramping in ankles, feet arches & back, muscle weakness & atrophy-unable to exercise, weak & wobbley ankles, knees & wrists, cramping in wrists & hands, rib cage tightness, constant fatigue, insomnia requiring a sleep lab study (which concluded that i have insomnia), mental fogginess & forgetfulness, pancreatitis, requiring mri & biopsies, elevated liver enzymes-attributed to fatty liver chest tightness & breathlessness requiring 3 day hospitalization for cardiac stress test & catherization & lung tests-negative difficulty swallowing & swelling in throat requiring referrals to a gastro-enterologist & an ear, nose, & throat specialist: allergy testing, swallowing study x-rays, cat scan, upper gi scope with dilation of esophagus & biopsies, and finally larynx scope & biopsies-all negative swollen nasal passages requiring sinus cat scan-negati.",cramping in wrists & hands,cramp in hand,LLT
"severe pain & cramping in ankles, feet arches & back, muscle weakness & atrophy-unable to exercise, weak & wobbley ankles, knees & wrists, cramping in wrists & hands, rib cage tightness, constant fatigue, insomnia requiring a sleep lab study (which concluded that i have insomnia), mental fogginess & forgetfulness, pancreatitis, requiring mri & biopsies, elevated liver enzymes-attributed to fatty liver chest tightness & breathlessness requiring 3 day hospitalization for cardiac stress test & catherization & lung tests-negative difficulty swallowing & swelling in throat requiring referrals to a gastro-enterologist & an ear, nose, & throat specialist: allergy testing, swallowing study x-rays, cat scan, upper gi scope with dilation of esophagus & biopsies, and finally larynx scope & biopsies-all negative swollen nasal passages requiring sinus cat scan-negati.",muscle weakness,muscle weakness,LLT
"severe pain & cramping in ankles, feet arches & back, muscle weakness & atrophy-unable to exercise, weak & wobbley ankles, knees & wrists, cramping in wrists & hands, rib cage tightness, constant fatigue, insomnia requiring a sleep lab study (which concluded that i have insomnia), mental fogginess & forgetfulness, pancreatitis, requiring mri & biopsies, elevated liver enzymes-attributed to fatty liver chest tightness & breathlessness requiring 3 day hospitalization for cardiac stress test & catherization & lung tests-negative difficulty swallowing & swelling in throat requiring referrals to a gastro-enterologist & an ear, nose, & throat specialist: allergy testing, swallowing study x-rays, cat scan, upper gi scope with dilation of esophagus & biopsies, and finally larynx scope & biopsies-all negative swollen nasal passages requiring sinus cat scan-negati.",weakness in back,weakness of limbs,LLT
"severe pain & cramping in ankles, feet arches & back, muscle weakness & atrophy-unable to exercise, weak & wobbley ankles, knees & wrists, cramping in wrists & hands, rib cage tightness, constant fatigue, insomnia requiring a sleep lab study (which concluded that i have insomnia), mental fogginess & forgetfulness, pancreatitis, requiring mri & biopsies, elevated liver enzymes-attributed to fatty liver chest tightness & breathlessness requiring 3 day hospitalization for cardiac stress test & catherization & lung tests-negative difficulty swallowing & swelling in throat requiring referrals to a gastro-enterologist & an ear, nose, & throat specialist: allergy testing, swallowing study x-rays, cat scan, upper gi scope with dilation of esophagus & biopsies, and finally larynx scope & biopsies-all negative swollen nasal passages requiring sinus cat scan-negati.",pancreatitis,pancreatitis,PT
"severe pain & cramping in ankles, feet arches & back, muscle weakness & atrophy-unable to exercise, weak & wobbley ankles, knees & wrists, cramping in wrists & hands, rib cage tightness, constant fatigue, insomnia requiring a sleep lab study (which concluded that i have insomnia), mental fogginess & forgetfulness, pancreatitis, requiring mri & biopsies, elevated liver enzymes-attributed to fatty liver chest tightness & breathlessness requiring 3 day hospitalization for cardiac stress test & catherization & lung tests-negative difficulty swallowing & swelling in throat requiring referrals to a gastro-enterologist & an ear, nose, & throat specialist: allergy testing, swallowing study x-rays, cat scan, upper gi scope with dilation of esophagus & biopsies, and finally larynx scope & biopsies-all negative swollen nasal passages requiring sinus cat scan-negati.",back pain,backache,LLT
"severe pain & cramping in ankles, feet arches & back, muscle weakness & atrophy-unable to exercise, weak & wobbley ankles, knees & wrists, cramping in wrists & hands, rib cage tightness, constant fatigue, insomnia requiring a sleep lab study (which concluded that i have insomnia), mental fogginess & forgetfulness, pancreatitis, requiring mri & biopsies, elevated liver enzymes-attributed to fatty liver chest tightness & breathlessness requiring 3 day hospitalization for cardiac stress test & catherization & lung tests-negative difficulty swallowing & swelling in throat requiring referrals to a gastro-enterologist & an ear, nose, & throat specialist: allergy testing, swallowing study x-rays, cat scan, upper gi scope with dilation of esophagus & biopsies, and finally larynx scope & biopsies-all negative swollen nasal passages requiring sinus cat scan-negati.",breathlessness,dyspnoea,PT
"severe pain & cramping in ankles, feet arches & back, muscle weakness & atrophy-unable to exercise, weak & wobbley ankles, knees & wrists, cramping in wrists & hands, rib cage tightness, constant fatigue, insomnia requiring a sleep lab study (which concluded that i have insomnia), mental fogginess & forgetfulness, pancreatitis, requiring mri & biopsies, elevated liver enzymes-attributed to fatty liver chest tightness & breathlessness requiring 3 day hospitalization for cardiac stress test & catherization & lung tests-negative difficulty swallowing & swelling in throat requiring referrals to a gastro-enterologist & an ear, nose, & throat specialist: allergy testing, swallowing study x-rays, cat scan, upper gi scope with dilation of esophagus & biopsies, and finally larynx scope & biopsies-all negative swollen nasal passages requiring sinus cat scan-negati.",difficulty swallowing,swallowing difficult,LLT
"severe pain & cramping in ankles, feet arches & back, muscle weakness & atrophy-unable to exercise, weak & wobbley ankles, knees & wrists, cramping in wrists & hands, rib cage tightness, constant fatigue, insomnia requiring a sleep lab study (which concluded that i have insomnia), mental fogginess & forgetfulness, pancreatitis, requiring mri & biopsies, elevated liver enzymes-attributed to fatty liver chest tightness & breathlessness requiring 3 day hospitalization for cardiac stress test & catherization & lung tests-negative difficulty swallowing & swelling in throat requiring referrals to a gastro-enterologist & an ear, nose, & throat specialist: allergy testing, swallowing study x-rays, cat scan, upper gi scope with dilation of esophagus & biopsies, and finally larynx scope & biopsies-all negative swollen nasal passages requiring sinus cat scan-negati.",weak & wobbley ankles,weakness of limbs,LLT
"i've been taking liptor for about a year with no major side effects, but recently i have been experiencing a sore, tingly tongue(glossitis) and have ruled out everything from toothpaste to spicy foods.",trouble sleeping,difficulty sleeping,LLT
"i've been taking liptor for about a year with no major side effects, but recently i have been experiencing a sore, tingly tongue(glossitis) and have ruled out everything from toothpaste to spicy foods.",headaches,headache,PT
"i've been taking liptor for about a year with no major side effects, but recently i have been experiencing a sore, tingly tongue(glossitis) and have ruled out everything from toothpaste to spicy foods.","sore, tingly tongue(glossitis)",glossitis,PT
"i've been taking liptor for about a year with no major side effects, but recently i have been experiencing a sore, tingly tongue(glossitis) and have ruled out everything from toothpaste to spicy foods.",dizziness,dizziness,PT
"i've been taking liptor for about a year with no major side effects, but recently i have been experiencing a sore, tingly tongue(glossitis) and have ruled out everything from toothpaste to spicy foods.",glossitis,flatulence,PT
"i've been taking liptor for about a year with no major side effects, but recently i have been experiencing a sore, tingly tongue(glossitis) and have ruled out everything from toothpaste to spicy foods.",dizzy spells,dizziness,PT
"did reduce cholesterol but after 18 months suddenly developed muscle cramps and tendon pain everywhere - feet, knees, shins, thigh,hips, upper arms, shoulders, elbows, wrists, hands, tightened muscles in neck which aggravted spinal disc sysmptoms in areas where i have had problems in the past.",very severe pains,pain,PT
"did reduce cholesterol but after 18 months suddenly developed muscle cramps and tendon pain everywhere - feet, knees, shins, thigh,hips, upper arms, shoulders, elbows, wrists, hands, tightened muscles in neck which aggravted spinal disc sysmptoms in areas where i have had problems in the past.",tendon pain,tendon pain,PT
"did reduce cholesterol but after 18 months suddenly developed muscle cramps and tendon pain everywhere - feet, knees, shins, thigh,hips, upper arms, shoulders, elbows, wrists, hands, tightened muscles in neck which aggravted spinal disc sysmptoms in areas where i have had problems in the past.",muscle cramps,muscle cramp,LLT
"did reduce cholesterol but after 18 months suddenly developed muscle cramps and tendon pain everywhere - feet, knees, shins, thigh,hips, upper arms, shoulders, elbows, wrists, hands, tightened muscles in neck which aggravted spinal disc sysmptoms in areas where i have had problems in the past.",very severe cramps,muscle cramp,LLT
"did reduce cholesterol but after 18 months suddenly developed muscle cramps and tendon pain everywhere - feet, knees, shins, thigh,hips, upper arms, shoulders, elbows, wrists, hands, tightened muscles in neck which aggravted spinal disc sysmptoms in areas where i have had problems in the past.",tightened muscles in neck,muscle rigidity,PT
"did reduce cholesterol but after 18 months suddenly developed muscle cramps and tendon pain everywhere - feet, knees, shins, thigh,hips, upper arms, shoulders, elbows, wrists, hands, tightened muscles in neck which aggravted spinal disc sysmptoms in areas where i have had problems in the past.",acute pain,acute pain,LLT
have been on lipitor over 5 yrs.,clumsiness,clumsiness,PT
have been on lipitor over 5 yrs.,flatulence,flatulence,PT
have been on lipitor over 5 yrs.,shoulder pain,shoulder pain,LLT
have been on lipitor over 5 yrs.,foot pain,foot pain,LLT
have been on lipitor over 5 yrs.,bloating,bloating,LLT
have been on lipitor over 5 yrs.,thigh pain,pain in thigh,LLT
have been on lipitor over 5 yrs.,hand pain,pain in hand,LLT
have been on lipitor over 5 yrs.,hip pain,pain in hip,LLT
have been on lipitor over 5 yrs.,shin pain,pain of lower extremities,LLT
have been on lipitor over 5 yrs.,balance problems,memory impairment,PT
have been on lipitor over 5 yrs.,arm pain,pain in upper extremities,LLT
have been on lipitor over 5 yrs.,knee pain,knee pain,LLT
have been on lipitor over 5 yrs.,memory loss,amnesia,PT
i was on lipitor for 3 years with no problems.,nausia,nausea,PT
i was on lipitor for 3 years with no problems.,hip pain,pain in hip,LLT
i was on lipitor for 3 years with no problems.,leg pain,pain of lower extremities,LLT
i was on lipitor for 3 years with no problems.,pains,pain,PT
i was on lipitor for 3 years with no problems.,numbness,numbness,LLT
i was on lipitor for 3 years with no problems.,foot pain,foot pain,LLT
after taking drug became ill with stomach pain back pain and dizziness.,back pain,backache,LLT
after taking drug became ill with stomach pain back pain and dizziness.,dizziness,dizziness,PT
after taking drug became ill with stomach pain back pain and dizziness.,stomach pain,stomach ache,LLT
"swelling left arm, very severe itching, intolerable itching, and vivid weird dreams.",large dark bruise on hand,contusion of hand(s),LLT
"swelling left arm, very severe itching, intolerable itching, and vivid weird dreams.",swelling left arm,cramps of lower extremities,LLT
"swelling left arm, very severe itching, intolerable itching, and vivid weird dreams.",vivid weird dreams,bizarre dreams,LLT
"swelling left arm, very severe itching, intolerable itching, and vivid weird dreams.",very severe itching,itching,LLT
"swelling left arm, very severe itching, intolerable itching, and vivid weird dreams.",intolerable itching,itching,LLT
"i have been on lipitor, 10 mg for 1 1/2 years now and am now experiencing ankle, calf, thigh pain.",calf pain,pain in calf,LLT
"i have been on lipitor, 10 mg for 1 1/2 years now and am now experiencing ankle, calf, thigh pain.",thigh pain,pain in thigh,LLT
"i have been on lipitor, 10 mg for 1 1/2 years now and am now experiencing ankle, calf, thigh pain.",ankle pain,pain ankle,LLT
"i have been on lipitor, 10 mg for 1 1/2 years now and am now experiencing ankle, calf, thigh pain.",everything on my body hurts,generalised aching,LLT
"i have been on lipitor, 10 mg for 1 1/2 years now and am now experiencing ankle, calf, thigh pain.",very tired,tiredness,LLT
general depression and severe insomnia.,severe insomnia,insomnia,PT
general depression and severe insomnia.,irrational feelings of impending doom,impending doom,LLT
general depression and severe insomnia.,general depression,flatulence,PT
"extreme fatigue, short term memory loss, muscle weakness, hip pain, some cramping in toes.",cramping in toes,foot cramps,LLT
"extreme fatigue, short term memory loss, muscle weakness, hip pain, some cramping in toes.",short term memory loss,short-term memory impairment,LLT
"extreme fatigue, short term memory loss, muscle weakness, hip pain, some cramping in toes.",extreme tiredness,fatigue,PT
"extreme fatigue, short term memory loss, muscle weakness, hip pain, some cramping in toes.",general feeling of malais,flatulence,PT
"extreme fatigue, short term memory loss, muscle weakness, hip pain, some cramping in toes.",muscle weakness,muscle weakness,LLT
"extreme fatigue, short term memory loss, muscle weakness, hip pain, some cramping in toes.",extreme fatigue,asthenia,PT
"extreme fatigue, short term memory loss, muscle weakness, hip pain, some cramping in toes.",hip pain,pain in hip,LLT
sometimes i get cramps in thigh.,cramps in thigh,cramps of lower extremities,LLT
"at the beginning i did not had any side effects, until a few months after start taking lipitor i experienced pain in the lower legs, sometimes i could not even walk in the mornings my muscles were very stiff.",severe pain in the neck,pain,PT
"at the beginning i did not had any side effects, until a few months after start taking lipitor i experienced pain in the lower legs, sometimes i could not even walk in the mornings my muscles were very stiff.",pain in the lower legs,pain in calf,LLT
"at the beginning i did not had any side effects, until a few months after start taking lipitor i experienced pain in the lower legs, sometimes i could not even walk in the mornings my muscles were very stiff.",pain in the back,backache,LLT
"at the beginning i did not had any side effects, until a few months after start taking lipitor i experienced pain in the lower legs, sometimes i could not even walk in the mornings my muscles were very stiff.",stiffness neck,stiff neck,LLT
"at the beginning i did not had any side effects, until a few months after start taking lipitor i experienced pain in the lower legs, sometimes i could not even walk in the mornings my muscles were very stiff.",pain neck,neck pain,PT
"at the beginning i did not had any side effects, until a few months after start taking lipitor i experienced pain in the lower legs, sometimes i could not even walk in the mornings my muscles were very stiff.",muscles were very stiff,muscle rigidity,PT
"at the beginning i did not had any side effects, until a few months after start taking lipitor i experienced pain in the lower legs, sometimes i could not even walk in the mornings my muscles were very stiff.",severe pain in the upper back,pain,PT
"at the beginning i did not had any side effects, until a few months after start taking lipitor i experienced pain in the lower legs, sometimes i could not even walk in the mornings my muscles were very stiff.",severe pain in the muscles in the shoulder area,myalgia,PT
"at the beginning i did not had any side effects, until a few months after start taking lipitor i experienced pain in the lower legs, sometimes i could not even walk in the mornings my muscles were very stiff.",pain,pain,PT
"at the beginning i did not had any side effects, until a few months after start taking lipitor i experienced pain in the lower legs, sometimes i could not even walk in the mornings my muscles were very stiff.",severe pain in the upper back,pain in cervical spine,LLT
"at the beginning i did not had any side effects, until a few months after start taking lipitor i experienced pain in the lower legs, sometimes i could not even walk in the mornings my muscles were very stiff.",severe pain in the muscles in the shoulder area,pain,PT
"at the beginning i did not had any side effects, until a few months after start taking lipitor i experienced pain in the lower legs, sometimes i could not even walk in the mornings my muscles were very stiff.",pain in the shoulder,shoulder pain,LLT
all fine for first five weeks and then.,drained,asthenia,PT
all fine for first five weeks and then.,increasing pain,pain,PT
all fine for first five weeks and then.,stiffness at left knee,stiff knees,LLT
all fine for first five weeks and then.,swelling at knee,swelling of knees,LLT
i think i've been ok with this medication.,migranes,migraine,PT
i think i've been ok with this medication.,sore neck,neck pain,PT
i think i've been ok with this medication.,pains,pain,PT
i think i've been ok with this medication.,always tired,tired all the time,LLT
i think i've been ok with this medication.,back aches,backache,LLT
"lipitor works fine for lowering cholesterol, but the side effects are killers, apparently.",extreme leg weakness,weakness of limbs,LLT
"lipitor works fine for lowering cholesterol, but the side effects are killers, apparently.",clumsiness,clumsiness,PT
"lipitor works fine for lowering cholesterol, but the side effects are killers, apparently.",stiff neck,stiff neck,LLT
"lipitor works fine for lowering cholesterol, but the side effects are killers, apparently.",weakness,asthenia,PT
"lipitor works fine for lowering cholesterol, but the side effects are killers, apparently.",extreme leg pain,pain,PT
"lipitor works fine for lowering cholesterol, but the side effects are killers, apparently.",extreme leg pain,pain of lower extremities,LLT
"lipitor works fine for lowering cholesterol, but the side effects are killers, apparently.",leg pain,pain of lower extremities,LLT
"lipitor works fine for lowering cholesterol, but the side effects are killers, apparently.",diarrhea,diarrhoea,PT
"lipitor works fine for lowering cholesterol, but the side effects are killers, apparently.",dizziness,dizziness,PT
depression was awful!!!!,severe depression,depression,PT
depression was awful!!!!,depression,depression,PT
"malaise, exhaustion, severe muscle pain, severe depression and anxiety.",anxiety,anxiety,PT
"malaise, exhaustion, severe muscle pain, severe depression and anxiety.",thoughts about suicide,suicidal ideation,PT
"malaise, exhaustion, severe muscle pain, severe depression and anxiety.",severe muscle pain,myalgia,PT
"malaise, exhaustion, severe muscle pain, severe depression and anxiety.",malaise,malaise,PT
"malaise, exhaustion, severe muscle pain, severe depression and anxiety.",exhaustion,exhaustion,LLT
"malaise, exhaustion, severe muscle pain, severe depression and anxiety.",severe depression,depression,PT
"malaise, exhaustion, severe muscle pain, severe depression and anxiety.",severe muscle pain,pain,PT
"malaise, exhaustion, severe muscle pain, severe depression and anxiety.",depressed,depression,PT
"i have been taking lipitor for two years and have experience leg pain, soreness in muscles and tiredness.",leg pain,pain of lower extremities,LLT
"i have been taking lipitor for two years and have experience leg pain, soreness in muscles and tiredness.",pain in my my left leg,pain in leg,LLT
"i have been taking lipitor for two years and have experience leg pain, soreness in muscles and tiredness.",tiredness,tiredness,LLT
"i have been taking lipitor for two years and have experience leg pain, soreness in muscles and tiredness.",soreness in muscles,myalgia,PT
"started taking lipitor 20mg in feb '08; in sept '10 experienced stiff, achy joints around shoulders/arms, hips and achilles tendons.",stiff,stiffness,LLT
"started taking lipitor 20mg in feb '08; in sept '10 experienced stiff, achy joints around shoulders/arms, hips and achilles tendons.",achy joints,arthralgia,PT
"started taking lipitor 20mg in feb '08; in sept '10 experienced stiff, achy joints around shoulders/arms, hips and achilles tendons.",stiff joints,joint stiffness,PT
"two years of hell, several doctors, many mri's,many emg's for the nerves sensitivity,muscles pains, lead legs.",muscles pains,myalgia,PT
"two years of hell, several doctors, many mri's,many emg's for the nerves sensitivity,muscles pains, lead legs.",lead legs,sensation of heaviness,LLT
lipitor reduced my readings to almost normal.,pain all over my body,generalised aching,LLT
lipitor reduced my readings to almost normal.,body pain,generalised aching,LLT
pain along front and outer side of shins.,tender to the touch,skin tenderness,LLT
pain along front and outer side of shins.,muscle pain,myalgia,PT
pain along front and outer side of shins.,weird toe tingling,pins and needles,LLT
on lipitor for 4 years.,horrible pain in both shoulders,shoulder pain,LLT
on lipitor for 4 years.,horrible pain in both shoulders,pain,PT
on lipitor for 4 years.,easily fatigued,tiredness,LLT
on lipitor for 4 years.,horrible pain in left knee,knee pain,LLT
on lipitor for 4 years.,horrible pain in left knee,pain,PT
on lipitor for 4 years.,short term memory loss,short-term memory impairment,LLT
after a routine check up my cholesterol level was found to be sky high.,pain,pain,PT
after a routine check up my cholesterol level was found to be sky high.,pain around the hipjoints,pain in hip,LLT
after a routine check up my cholesterol level was found to be sky high.,pain in my hipjoints,pain in hip,LLT
muscle pain related to shoulders.,muscle pain related to shoulders,myalgia,PT
"depression, general malaise, nausea, taste loss, insomnia, hair loss, bronchitis and/or flu 3 times during winter and 1-2 times during summer, abdominal pain, muscle spasmns in legs and left arm, back pain.",nausea,nausea,PT
"depression, general malaise, nausea, taste loss, insomnia, hair loss, bronchitis and/or flu 3 times during winter and 1-2 times during summer, abdominal pain, muscle spasmns in legs and left arm, back pain.",insomnia,insomnia,PT
"depression, general malaise, nausea, taste loss, insomnia, hair loss, bronchitis and/or flu 3 times during winter and 1-2 times during summer, abdominal pain, muscle spasmns in legs and left arm, back pain.",hair loss,hair loss,LLT
"depression, general malaise, nausea, taste loss, insomnia, hair loss, bronchitis and/or flu 3 times during winter and 1-2 times during summer, abdominal pain, muscle spasmns in legs and left arm, back pain.",muscle spasmns in legs,cramps of lower extremities,LLT
"depression, general malaise, nausea, taste loss, insomnia, hair loss, bronchitis and/or flu 3 times during winter and 1-2 times during summer, abdominal pain, muscle spasmns in legs and left arm, back pain.",general malaise,flatulence,PT
"depression, general malaise, nausea, taste loss, insomnia, hair loss, bronchitis and/or flu 3 times during winter and 1-2 times during summer, abdominal pain, muscle spasmns in legs and left arm, back pain.",back pain,backache,LLT
"depression, general malaise, nausea, taste loss, insomnia, hair loss, bronchitis and/or flu 3 times during winter and 1-2 times during summer, abdominal pain, muscle spasmns in legs and left arm, back pain.",felt like i had lead in my legs,sensation of heaviness,LLT
"depression, general malaise, nausea, taste loss, insomnia, hair loss, bronchitis and/or flu 3 times during winter and 1-2 times during summer, abdominal pain, muscle spasmns in legs and left arm, back pain.",bronchitis,bronchitis,PT
"depression, general malaise, nausea, taste loss, insomnia, hair loss, bronchitis and/or flu 3 times during winter and 1-2 times during summer, abdominal pain, muscle spasmns in legs and left arm, back pain.",abdominal pain,abdominal pain,PT
"depression, general malaise, nausea, taste loss, insomnia, hair loss, bronchitis and/or flu 3 times during winter and 1-2 times during summer, abdominal pain, muscle spasmns in legs and left arm, back pain.",depression,depression,PT
"depression, general malaise, nausea, taste loss, insomnia, hair loss, bronchitis and/or flu 3 times during winter and 1-2 times during summer, abdominal pain, muscle spasmns in legs and left arm, back pain.",taste loss,taste loss,LLT
